Mask- face piece- compatible w/ SCBA- supplied air system,2,Routine
Mask- Oxygen- 100% non-rebreather type with tubing,4,Priority
Mask- Oxygen- pediatric- with tubing- 100% non-rebreather,5,Priority
Mask- Pocket Style- Emergency Resuscitation,5,Priority
Masks- Particle- Dust- 50/box,case of 10,Routine
Masks- particle- non-toxic ,case of 10,Routine
Megaphone- battery-type-,10,Routine
Merck Veterinary Manual- 10th Edition or newer,1,Routine
Metasplint- Canine- sized to meet canine needs,10,Routine
Meter- Range- Hand-held,3,Routine
Meter- Weather/Wind ,10,Routine
Metoprolol 1mg/ml- 5ml Vial,10 vials,Priority
Metoprolol 50 mg Tab,100 tablets,Priority
Microwave Oven- 110V- 900W  ,3,Routine
Midazolam- Injection- 5mg/ml- 5ml amps ,5 vials,Priority
Mineral Oil- 16 oz ,box of 25,Routine
Minor Procedure Kit,box of 25,Routine
Mirror- Circular Inspection- 8 inch,box of 25,Routine
Module- Command,box of 25,Routine
Module- CSI-1100 Mini,box of 25,Routine
Monitor- Electrolyte- portable-Na- K- Ballistic case- iStat ,box of 25,Routine
Monitor- Vital Signs- Compact- Battery powered- cuffs for adult,box of 25,Routine
Morphine Sulfate- 10 mg injectable,30 vials,Emergency
Mosquito Netting-  32in x 84in  ,box of 25,Routine
Motor- Boat- Pull Start- 25 HP- w/11 Degree Pitch- 20 inch Shaft,box of 25,Routine
MPD- multi-purpose device 1/2 inch red,box of 25,Routine
MRE -Meals Ready To Eat ,box of 25,Routine
Multimeter- volts- ohms- amps - digital- with probes,box of 25,Routine
Muzzle- adjustable- basket type- nylon- 3 total - 1 each: medium,box of 25,Routine
Muzzle- adjustable- basket type- leathe 10 total - 5 each: medium,box of 25,Routine
N95 masks ,box of 25,Routine
Nailer- Palm- 50-125 psi,box of 25,Routine
Nails- 16d -16-penny ,box of 25,Routine
Nails- 8d -8-penny ,box of 25,Routine
Nails- common- 16D- Sinkers- pound,box of 25,Routine
Nails- common- 8D- Sinkers- pound,box of 25,Routine
Nails- Pneumatic Gun- 16D- box,box of 25,Routine
Nails- Pneumatic Gun- 8D- box,box of 25,Routine
Naloxone- 1mg/ml- 2mg vial,10 vials,Priority
Nebulizer set ups- adult,box of 25,Routine
Needle- 18g- 100/pkg,box of 25,Routine
Needle- 22g- 100/pkg,box of 25,Routine
Needle- 27g- 100/pkg,box of 25,Routine
Needle- Intraosseous- EZIO- Adult- 25mm needle with stabilizer,box of 25,Routine
Needle- Intraosseous- EZIO- LD- 45mm with stabilizer,box of 25,Routine
Needle- Intraosseous- EZIO- Pediatric- 15mm  with stabilizer,box of 25,Routine
Needle- Scalp Vein- 19g,box of 25,Routine
Neosporin w/ steroid Ophthalmic Oint- 3.5 gram,box of 25,Routine
Neosporin Ophthalmic Oint- 3.5 gram -any triple antibiotic,box of 25,Routine
Nipple- 1/4 inch  Coupling- Female- inline Reg,box of 25,Routine
Nipple- 1/4 inch Male- inline Reg,box of 25,Routine
Nitroglycerin- 2%- Paste- 15gm tubes,box of 25,Routine
Nitroglycerine- 200 metered-dose sprays/bottle ,25 bottles,Priority
Nitroglycerine- 10 bottles of .4mg tablets,2 cases,Priority
Normal Saline- 100 or 150 ml bags,25 bags,Priority
Normal Saline- 1000cc,25 bottles,Priority
Normal Saline- 10cc plastic vials -for reconstitution,10 boxes,Routine
Notebook- 3in x 5in- waterproof ,case of 50,Routine
Notebook- Field- 4 5/8 inch x 7 inch Spiral- All Weather- Cover,case of 50,Routine
Notebook- Journal- 3 1/4 inch x 5 inch- Spiral-  Polydura Cover,case of 50,Routine
Notebook- Universal- 4 5/8 inch x 7 inch Spiral- Polydura Cover,case of 50,Routine
Notepad- Unit Log ICS 214- Waterproof ,case of 50,Routine
Nylon Back Support assorted sizes ,case of 50,Routine
Nylon Line- 3mm x 100 yards ,case of 50,Routine
O ring- replacements- for regulator to SCBA bottle connection,case of 50,Routine
Obstetrics Kit- disposable with ear bulb syringe,case of 50,Routine
Oil Filter- Spare- for Boat Motor -If needed for type of motor,case of 50,Routine
Oil- 2 Cycle Mix- 2.6 oz.,case of 50,Routine
Oil- 2 Cycle Mix- 2.6 oz.- 6 pkg,case of 50,Routine
Oil- 2 Cycle Mix- 2.6 oz.- case 24,case of 50,Routine
Oil- 2 Cycle Mix- 2.6 oz.- case 36,case of 50,Routine
Oil- 2-Cycle- Quart -if needed for type of motor,case of 50,Routine
Oil- Bar- Chainsaw,case of 50,Routine
Oil- Bar- Chainsaw- 1 Gallon,case of 50,Routine
Oil- Bar- Chainsaw- 2 Gallon,case of 50,Routine
Oil- Engine multi-grade,case of 50,Routine
Oil- Hydraulic- 5 gal ,case of 50,Routine
Oil- Lubricating- Air tool,case of 50,Routine
Oil- Quart- Spare- for Boat Motor -if needed for type of motor,case of 50,Routine
Ointment- Gentamycin Ophthalmic- 3mg/g,25 tubes,Routine
Ondansetron -Zofran- 2ml vial,50 vials,Routine
Ophthalmic Saline-0.9% NaCl- 4 oz. -saline or purified water,box of 20,Routine
Overgloves- Heavy Duty- Rubber,case of 20,Routine
Oxycodone- 5mg/Acetominophen- 325mg tablets- PO,box of 25,Routine
Oxygen Regulator- 1 litter to 25 lpm flow rates.,case of 20,Routine
Pack- Recon- Small,case of 20,Routine
Pad- Nailing Pad with clamp,case of 20,Routine
Pad- Nailing Pad with clamp and holder,case of 20,Routine
Pad- Note- -self-stick- 2 inches x 2 inches,case of 20,Routine
Pad- note- self-stick ,case of 25 cans,Routine
Pad- resting XL,case of 20,Routine
Pad- steno- 6in x 9in ,case of 20,Routine
Pad- writing- Legal Ruled- 8 1/2in x 11in ,case of 20,Routine
Pad- Writing- Letter Size,case of 500,Routine
Pad- Writing- Stenographer,case of 100,Routine
Paddles- T-Handle,case of 50,Routine
Pads- Betadine Prep- 100/pk,2 boxes of 10 reams,Routine
Paint- spray- can- Black,case of 50,Routine
Paint- spray- can- Blue,case of 50,Routine
Paint- spray- can- Brown,case of 50,Routine
Paint- spray- can- Green,case of 50,Routine
Paint- spray- can- orange,case of 50,Routine
Paint- spray- can- orange ,case of 50,Routine
Paint- spray- can- Purple ,case of 50,Routine
Paint- spray- can- Red,case of 50,Routine
Paint- spray- can- White,case of 50,Routine
Paint- spray- can- Yellow,case of 50,Routine
Paint- spray- fluorescent- Green,case of 50,Routine
Paint- spray- fluorescent- Orange ,case of 50,Routine
Paint- spray- fluorescent- Yellow,case of 50,Routine
Paper Cups-  hot and cold ,case of 50,Routine
Paper Plates ,case of 50,Routine
Paper Towel rolls ,case of 50,Routine
Paper- copy- 20 lb- 500 sheet reams- ,case of 50,Routine
Paper- Pads- Graph- 1/10 inch squares- 8 1/2 inch x 11 inch,case of 50,Routine
Paper- pads- graph- 8 1/2in x 11in ,case of 50,Routine
Paper- Plain- 1 ream,case of 50,Routine
Paper- Weather Proof- 8x8 GRID- 8 - 1/2 inchx 11- 100 Shts / pkg  ,case of 50,Routine
Parts Kit- Standard,case of 20,Routine
Patches- Eye- cotton- individually wrapped,case of 20,Routine
Patches- Eye- Plastic,case of 20,Routine
PCS Portible Kit - PCS,case of 20,Routine
Pen- All weather ,case of 20,Routine
Pen- All weather- Tactical ,case of 20,Routine
Pen- Ballpoint- black -12/pkg,case of 20,Routine
Pen- black ,case of 20,Routine
Pen- black- 12/pkg.,case of 20,Routine
Pen- Blue erasable,case of 20,Routine
Pen- correction fluid ,case of 20,Routine
Pen- Highlighter- Yellow,case of 20,Routine
Pen- Marker- Small- black- indelible -12 pkg,case of 20,Routine
Pen- Marker- water soluble- black,case of 20,Routine
Pen- Red,case of 20,Routine
Pencil- Grease- black -12/pkg,case of 20,Routine
Pencils ,case of 20,Routine
Pencils- carpenter,case of 20,Routine
Pencils- Number 2- mechanical- disposable -12/pkg,case of 20,Routine
Pencils- Red,case of 20,Routine
Penetrometer- Pocket,case of 20,Routine
Permit- confined space entry- pre-made- Package of 25,case of 20,Routine
Personal Gear Bag - Mesh- for Dry Suits,case of 20,Routine
Personal Waist Packs- fanny pack- ski patrol-style,case of 20,Routine
PFD- -manual activation- Inflatable- personal flotation device,case of 20,Routine
PFD- Victim. Type II- Sizes Adult.Youth- Child- Infant,case of 20,Routine
Pharmacopeia- Pocket- Tarascon -or equivelent,case of 20,Routine
Phenytoin- 100mg- PO,50 tablets,Priority
Phenytoin- Injection- 50mg/ml- 1gm vials- IV,20 vials,Priority
Pin- push -100/pkg,case of 20,Routine
Pins- 2 1/2 inch- HD- w/ washers for Pistion Activated Nail Gun- ,case of 20,Routine
Pins- 3-1/4 inch- HD- w/washers for Pistion Activated Nail Gun,case of 20,Routine
Plastic Fluid Collection Bags -for chest tubes,2 cases,Priority
Plastic Sheeting- 2 mil-  20 feet x 100 feet ,case of 20,Routine
Plastic Sheeting- 4 mil-  20 feet x 100 feet ,case of 20,Routine
Plastic Sheeting- 6 mil-  20 feet x 100 feet ,case of 20,Routine
Plastic Sheeting- 8 mil-  20 feet x 100 feet ,case of 20,Routine
Pleurevac Chambers,case of 20,Routine
Pliers- Convertible- Retaining Ring- .038- 0 degree tip,case of 20,Routine
Pliers- Convertible- Retaining Ring- .038- 90 degree tip,case of 20,Routine
Pliers- Convertible- Retaining Ring- .070- 90 degree tip,case of 20,Routine
Pliers- Lineman- 6 inch,case of 20,Routine
Pliers- Locking- Chain Clamp- 18 inch,case of 20,Routine
Pliers- Locking- Straight Jaw- 10 inch,case of 20,Routine
Pliers- Locking- Straight Jaw- 7 inch,case of 20,Routine
Pliers- Power Track II- Natural Finish- 12 inch,case of 20,Routine
Pliers- Power Track II- Natural Finish- 16 7/8 inch,case of 20,Routine
Pliers- Set- 5 Piece- to include inch heavy duty diagonal cutter,case of 20,Routine
Pliers- Wire Stripper/Crimping- 8 5/8 inch,case of 20,Routine
Plumb bob- 8 oz- w/lines,case of 20,Routine
Pocketbook- Tarascon Adult Emergency -or equivelant,case of 20,Routine
Pocketbook- Tarascon Pediatric Emergency -or equivelant,case of 20,Routine
Pocketbook- Tarascon- Med and Critical Care -or equivelent,case of 20,Routine
Pocketbook- Transcon- Internal Medicine- or equivelent,case of 20,Routine
Point Laser- two AAA Batteries,case of 20,Routine
Pointer- Laser- red,case of 20,Routine
Pole- Sectional- for Total Station Mini Prism,case of 20,Routine
Pole- Telescoping- Adjustable from 6-14ft.- Aluminum,case of 20,Routine
Polystyrene Resin -Kayexalate- 1 lb jar- PO,case of 20,Routine
Portable latrine system with privacy shelter ,case of 20,Routine
Potassium Iodide- USP 130 mg per table,10 packages,Priority
Pouch- Headlamp- Myo/Duo ,case of 10,Routine
Pour Spout- 1 inch Diameter- Fuel can military -MFC 3-20L ,case of 10,Routine
Powder- Absorbent- -Cornstarch- Talcum- Baking soda 15 oz. ,case of 10,Routine
Powder- Gold Bond,case of 10,Routine
Powder- Styptic- 6 oz -42 grams / bottle,case of 10,Routine
Power strip- surge protector- 6 outlet with surge protection,case of 10,Routine
Power Talk box,case of 10,Routine
Power Talk box Controller,case of 10,Routine
Power Unit- Hydraulic - Vehicle Rescue System,case of 10,Routine
Power unit- Hydraulic- Heavy-duty- w/non-spillable type battery,case of 10,Routine
Pralidoxime- 1gm vials,10 vials,Priority
Printer- Photo- For Digital Camera,case of 10,Routine
Prism- Mini- with Holder- for Total Station,case of 10,Routine
Procainamide- Injection- 500mg/ml- 1g vials,10 vials,Priority
Projector- Video- LCD,1,Routine
Propeller Guard,4,Routine
Propeller- 3 Blade Prop w/11 Degree Pitch- Spare,1,Routine
Protectors- Document- plastic- clear,case of 10,Routine
Protectors- face and eye- surgical shield- box,case of 10,Routine
Protein bars ,case of 10,Routine
Pruning Saw- Folding- 6 inch,case of 10,Routine
Pry bar- 30-inch  ,case of 10,Routine
Pseudephedrine- 60mg tablets- PO,30 tablets,Priority
Puller- Cotter Pin,box of 20,Routine
Pulley- 2 inch-  with built in swivel- single sheave for 1/2 inch rope,box of 20,Routine
Pulley- 4 inch- rescue grade- single sheave for 1/2 inch rope,box of 20,Routine
Pulley- 6 inch- rescue grade-  single sheave for 1/2 inch rope,box of 20,Routine
Pulley- Double-  2 inch- aluminum Frame- Double Sheave PMP,box of 20,Routine
Pulley- Knot Passing,box of 20,Routine
Pulley- Knot Passing- 1 inch,box of 20,Routine
Pump- fuel- manual-  20 foot lift,20,Routine
Pump- IV Fluid- AAA Battery Powered- -less then 2 lbs.,20,Routine
Pump- IV Fluid- Cartridge- ,20,Routine
Pump- Manual- Hydrafusion,20,Routine
Pump- Manual- Hydraulic- Vehicle Rescue System,20,Routine
Pump- Primary distribution  ,20,Routine
Pump- submersible- electric- 12 amp 115vac single phase-,20,Routine
Pump- Transfer,20,Routine
Pump- Water- Concrete Chain Saw- Hydraulic,20,Routine
Pumps- Manual Fluid Infusion- disposable,20,Routine
Punch- 3-hole,20,Routine
Push broom ,20,Routine
Rabies Immune Globulin-Human- 1500IU- 10ml vials,case of 10,Routine
Rabies Vaccine -Human Diploid Cell- 1ml/unit dose,case of 10,Routine
Rack- Rappel- 16 bar,case 12,Routine
Rack- Rappel- 6 bar,case 12,Routine
Rack- T-card- ICS 219- Canvas,case 12,Routine
Racker Rail- 16ft.,case 12,Routine
Racker Rail- 6ft.,case 12,Routine
Racks- Rigging- RSI- Plate- Rigging- Aluminum- 11690 lbs ,case 12,Routine
Racks- Rigging- RSI- Plate- Rigging- Aluminum- 15000 lbs ,case 12,Routine
Rail 4 Latch Holder ,case 12,Routine
Rail Latch Holder,case 12,Routine
Rain gear- ,case 12,Routine
Raker Angle Base,case 12,Routine
Raker Angle Base- 2 ft sq.,case 12,Routine
Raker Junction Base,case 12,Routine
Raker Rail Latch Base,case 12,Routine
Raker Rail Latch Base Stand,case 12,Routine
Raker Rail Splice,case 12,Routine
Raker Rail Splice- 4 ft,case 12,Routine
Raker System- FEMA- 6ft- complete,case 12,Routine
Ram- Hydraulic Vehicle Rescue System- Battery Powered,case 12,Routine
Ram- Hydraulic- min. 18 inch length- Vehicle Rescue System,case 12,Routine
Ram- Hydraulic- min. 28 inch length- Vehicle Rescue System,case 12,Routine
Ram- Hydraulic- min. 48 inch length- Vehicle Rescue System,case 12,Routine
Range Finder- laser range                                              ,box 10,Routine
Razor- Disposable,box 10,Routine
Re-Arm Kit- Mustang Survival Manual Inflatable PFDs- ,box 10,Routine
Rebar Cutter- Cutting Edge Cutter,box 10,Routine
Recorder- Digital Voice- hand-held- 2-4 gb- with accessory kit,box 10,Routine
Reflective Triangle Kit- 1 for each Trailer,box 10,Routine
Refrigerator- Small- AC / DC Compatable- digital thermostat ,box 10,Routine
Regulator- Compressed gas- SCBA -CGA 357 to DISS Port- 45-70 PSI,box 10,Routine
Regulator- in-line,box 10,Routine
Regulator- Piston Type 6-000 - 135 PSI,box 10,Routine
Regulator- Piston- 4500 psi,box 10,Routine
Regulator- Pneumatic- Shore- Expandable,box 10,Routine
Regulator- pressure- Air bag- 125 - 5000 psi,box 10,Routine
Regulator- propane- B Hose,box 10,Routine
Replacement Blade- Rebar Cutter,box 100,Routine
Replacement Parts- Military -MFC 3-20LFuel Can- to include caps,box of 5 ,Routine
Rescue Kit- Swiftwater- Sling Projectile- 300 ft. -92 m- 8 mm ,box of 5 ,Routine
Rescue Kit- Swiftwater- Sling Projectile- 300 ft. -92 m- 8 mm,box of 5 ,Routine
Rescue Prob,box of 5 ,Routine
Respirator Cartridge-  P100 ,box of 5 ,Routine
Robitussin DM Syrup- 8oz.,box of 5 ,Routine
Rod- Welding- 1/8in,box of 5 ,Routine
Rod- Welding- 3/32in,box of 5 ,Routine
Roller- Edge- Rope,box of 5 ,Routine
Rope- lifeline- 200ft. lengths of nylon static BLUE-  1/2 inch dia,box of 5 ,Routine
Rope- lifeline- 100ft. lengths of nylon static -BLUE- 1/2 inch dia,box of 5 ,Routine
Rope- lifeline- 200ft. lengths of nylon static -WHITE- 3/4 inch dia,box of 5 ,Routine
Rope- lifeline- 100ft. lengths of nylon static WHITE- 3/4 inch dia,box of 5 ,Routine
Rope- lifeline- 300ft. lengths of nylon static ORANGE- 1/2 inch dia,box of 5 ,Routine
Rope- lifeline- 500ft. lengths of nylon static -ORANGE- 1/2 inch dia,box of 5 ,Routine
Rope- lifeline- 300ft. lengths of nylon static -RED- 1/2 inch dia,box of 5 ,Routine
Rope- lifeline- 300ft. lengths of nylon static RED- 1/2 inch ,box of 5 ,Routine
Rope- lifeline- 600ft. length of nylon static- Kernmantle- 1/2 inch ,box of 5 ,Routine
Rope- plastic- 20ft.,case of 20 pairs,Routine
Rope- tag line- nylon-  200ft. lengths of 8mm- MTS 2-600 lbs,case of 20 pairs,Routine
Rope- throw- water rescue- 75ft.- with bag- throw bag,case of 20 pairs,Routine
Rope- Utility- Solid Braid- 3/8 inch 125ft. roll,case of 20 pairs,Routine
Ropes- Prusik- Tandem- 8mm x 6ft.,case of 20 pairs,Routine
Rubber boots -size 10 ,case of 20 pairs,Routine
Rubber boots -size 11,case of 20 pairs,Routine
Rubber boots -size 12 ,case of 20 pairs,Routine
Rubber boots -size 13,case of 20 pairs,Routine
Rubber boots -size 14,case of 20 pairs,Routine
Rubber boots -size 15,case of 20 pairs,Routine
Rubber boots -size 8 ,case of 20 pairs,Routine
Rubber boots -size 9,case of 20 pairs,Routine
Rubber boots- white- size 10 ,box of 25 pair,Routine
Rubber boots- white- size 11,box of 25 pair,Routine
Rubber boots- white- size 12 ,box of 25 pair,Routine
Rubber boots- white- size 13,box of 25 pair,Routine
Rubber boots- white- size 14,box of 25 pair,Routine
Rubber boots- white- size 15,box of 25 pair,Routine
Rubber boots- white- size 8 ,box of 25 pair,Routine
Rubber boots- white- size 9,box of 25 pair,Routine
Rubber gloves -large ,case of 20 pairs,Routine
Rubber gloves -medium ,case of 20 pairs,Routine
Rubber gloves -XL ,case of 20 pairs,Routine
Rubberband- Large- -box,box of 50,Routine
Rubberbands ,box of 50,Routine
Ruler- Tape- Evidence- 12 inch- adhesive,case of 20 ,Routine
Rulers- 12 inch,case of 20 ,Routine
Sacks- stuff-type -for sleeping bags ,case of 20 ,Routine
Safety boots -size 10 ,case of 20 ,Routine
Safety boots -size 12 ,case of 20 ,Routine
Safety boots -size 8 ,case of 20 ,Routine
Safety Glasses with side shields and lanyard,case of 20 ,Routine
Safety Goggles- safety- shatter proof,case of 20 ,Routine
Sanitary Pads- box,case of 20 ,Routine
Saw- Chain- Diamond- 15 inch- Concretete Cutting- Hydraulic,case of 20 ,Routine
Saw- chain- electric- 16 inch bar- wood cutting- gas chain saw,case of 20 ,Routine
Saw- Chain- Gasoline- 2 cycle- 16 inch,case of 20 ,Routine
Saw- Chain- Gasoline- 2 cycle- 22 inch,case of 20 ,Routine
Saw- circular- electric- 10-1/4 inch heavy-duty- w/case ,case of 20 ,Routine
Saw- circular- electric- 7-1/4 inch- heavy-duty- w/case ,case of 20 ,Routine
Saw- Circular- Metal Cutting- 8 inch  - 120v- 13amp,case of 20 ,Routine
Saw- Cutoff- 14 inch diameter X 1 inch arbor- Hydraulic ,case of 20 ,Routine
Saw- power rotary- gasoline- 14 inch- 1 inch arbor,case of 20 ,Routine
Saw- reciprocating- variable speed- 120v AC- 13 amp- heavy duty,case of 20 ,Routine
Saw- Reciprocating- Variable Speed- Heavy Duty- Cordless w/ B&C,case of 20 ,Routine
Saw- Reciprocating- Variable Speed- Heavy Duty- Cordless w/ B&C,case of 20 ,Routine
Saw- Ring- Gasoline- Carbide Tipped- 14 inch- Concretete Cutting,case of 20 ,Routine
Scabbard- Axe,case of 20 ,Routine
Scabbard- Chain Saw- 18 inch,case of 20 ,Routine
Scabbard- Chain Saw 22 inch,case of 20 ,Routine
Scale- Adhesive- Photo Evidence- 2 inch- White- roll of 1000,case of 20 ,Routine
Scale- Architectural,case of 20 ,Routine
Scale- Engineers,case of 20 ,Routine
Scale- Photo evidence- 6 inch- gray-  ,case of 20 ,Routine
Scale- Photography- Track- Reversible-  inchL inch Shape,case of 20 ,Routine
Scale- Photomacrographic- 4 inch x 4 inch-  inchL inch Shape ,case of 20 ,Routine
Scale- Pocket- Credit Card size,case of 20 ,Routine
Scalpel blades -#10 and handles- disposable- box of 10- box,case of 20 ,Routine
Scalpel blades -#11 and handles- disposable- box of 10- box,case of 20 ,Routine
Scissors- 4 inch,case of 20 ,Routine
Scissors- 4 -1/2 inch,case of 20 ,Routine
Scissors- 8 inch,case of 20 ,Routine
Scissors- 12 inch,case of 20 ,Routine
Scissors- Bandage/Trauma,case of 20 ,Routine
Scissors- Trauma Dressing- disposable- pair,case of 20 ,Routine
Scrench- Chain saw tool,case of 20 ,Routine
Screw Driving set- 29 bit-  w/ case,case of 20 ,Routine
Screw- Concrete- 25/box,case of 20 ,Routine
Screwdriver Set- Combination- 19 Piece ,case of 20 ,Routine
Screwdriver- Phillips #2 X 18 inch,case of 20 ,Routine
Search Cam- Recon III  with 2 batteries- charger and storage case,case of 20 ,Routine
Securing Devices- Endotracheal Tube,case of 20 ,Routine
Sensor- Reusable- Adult- 3ft.- -SpO2- SPCO-  Rad 57 Oxymeter,case of 20 ,Routine
Sensor- Voltage- AC ,case of 20 ,Routine
Sensor- Voltage- AC- 120 - 160,case of 20 ,Routine
Sensor-Reusable Pediatric Rad 57- Oxymeter,case of 20 ,Routine
Septra DS / Bactrim- tablets,case of 20 ,Routine
Service Kit- Boat Motor- to include Prop Wrench- Spark Plug ,4,Routine
Shackels- Screw Pin- Flat- for flat synthetic web- 12 ton,4,Routine
Shackle- 1 1/2 ton,4,Routine
Shackles- Screw Pin- 1-1/4 inch- 12 ton,4,Routine
Shackles- Screw Pin- Round 5/8 inch 3-1/4 ton,4,Routine
Shampoo- Canine 16 oz -to equal 1 gallon,4,Routine
Shear pin- 3-Ton come-a-long- spare,4,Routine
Shears or K9 clippers- Rechargeable- w/#40 Blade ,4,Routine
Shears- Trimming- battery operated,4,Routine
Sheeting- Plastic- 20ft. foot x 100ft. role- Clear- 6 mil,box of 10,Routine
Sheeting- Plastic- 6 mil-  20ft. foot x 100ft. feet- Clear,box of 10,Routine
Sheets- Burn- sterile,box of 10,Routine
Shelving- plastic- free-standing, 24 inch depth x 36 inch width,0
Shovel- round  ,crate of 5,Routine
Shovel- spade point- 60 inch straight handle- fiber glass,crate of 5,Routine
Shovel- spade point- 60 inch straight handle- wood,crate of 5,Routine
Shovel- square  ,crate of 5,Routine
Shovel- Square Point- 30 inch D handle,crate of 5,Routine
Shower caddy  ,Trailer,Routine
Shower System ,Trailer,Routine
Shower- Solar - 5 gal ,2-stall,Routine
Shower- Solar - 10 gal ,2-stall,Routine
Sign- Lockout-  5x7,carton 20,Routine
Sign- Vinyl- 3x5 WYL,carton 20,Routine
Signal Kit w/ D Cell battery,carton 20,Routine
Silver Sulfadiazine Cream- 1%- 50gm bottles,carton 20,Routine
Sink 2 basin portable ,carton 20,Routine
Sleeping Bags ,carton 20,Routine
Sling- Polyester roundsling- 10 ft. endless- 17-000 lb. choker ,carton 20,Routine
Sling- Polyester- roundsling- 10 ft. endless- green- 4-200 lb. choker,carton 20,Routine
Sling- Polyester- roundsling- 10 ft. endless- yellow- 6-700 lb. choker,carton 20,Routine
Sling- Polyester- roundsling- 12 ft. endless- yellow- 6-700 lb. choker ,carton 20,Routine
Sling- Polyester- roundsling- 20 ft. endless- 17-000 lb. choker,carton 20,Routine
Sling- Polyester- roundsling- 6 ft. endless- green- 4-200 lb. choker ,carton 20,Routine
Sling- Polyester- roundsling- 8 ft. endless- green- 4-200 lb. choker ,carton 20,Routine
Sling- Rope- Hemp,carton 20,Routine
Slings- Synthetic- Heavy duty- 3 inch x 6ft.- Type 3-  3800 lb. Choker,carton 20,Routine
Slings- Wire Rope- IPS- Mechanical Splice- 1/2 inch X 12ft.- 2400 lb.,carton 20,Routine
Snatch Block- Single Sheave w/ Shackle,carton 20,Routine
Snips- tin- aviation type,carton 20,Routine
Socket- 3/4 inch- for Torque Wrench,carton 20,Routine
Sodium Bicarbonate- 1meq/ml- 50meq amps- pre-filled,carton 20,Routine
Software- Mapping GPS- -2 applications Garmin City,carton 20,Routine
Soldering Gun Kit- 1 case lot,carton 20,Routine
Solution- Eye Flush- 30cc btl,carton 20,Routine
Solution- Gentamycin Ophthalmic- 3mg/ml- 5ml bottles,10 bottles,Priority
Spark Plug- Chain Saw- J-4,carton 20,Routine
Spark Plug- Chain Saw- J-8,carton 20,Routine
Spark Plug- Hydraulic Vehicle Rescue System ,carton 20,Routine
Spark Plug- Saw- gasoline- 14 inchpower rotary ,carton 20,Routine
Spark Plug- Spare- for Boat Motor,carton 20,Routine
Spark Plug- Stanley Power Unit,carton 20,Routine
Splint- traction bilateral- long bone- Kendrick or EQ,carton 20,Routine
Splints- Moldable- 4 inchx 3ft- SAM or EQ,carton 20,Routine
Spliter- Cable- 4456,carton 20,Routine
Splitter- Double w/ mute switch,carton 20,Routine
Splitter- Double w/ mute switch- Black,carton 20,Routine
Sponges- Sterile Gauze- 4 inchx4 inch- 2/pkg- 25/box ,carton 20,Routine
Spout- Pour- 19mm Diameter- Fuel can military -MFC 3-20L ,carton 20,Routine
Spray- Oxymetazoline Nasal- 5cc bottles,carton 20,Routine
Sprayer- pressure- 3 gallon- pump type ,carton 20,Routine
Spreader- Hydraulic Vehicle Rescue System,carton 20,Routine
Spreader- Hydraulic Rescue System- Battery Powered w/ 1 battery,carton 20,Routine
Square- framing- 2 ft.,carton 20,Routine
Square- speed ,carton 20,Routine
Stake-  Canine- Tie Out- ,carton 20,Routine
Stake- Picket- Double Headed Rebar- 1 inch x 48 inch- grade 40,carton 20,Routine
Stake- Picket- Double Headed Rebar- 1 inch x 48 inch- grade 60,carton 20,Routine
Stand- Jerrican- Collapsible,carton 20,Routine
Standard and Phillips Tips Screw Starter- 6 1/4 inch,carton 20,Routine
Staple Remover,carton 20,Routine
Stapler ,carton 20,Routine
Stapler- Auto,carton 20,Routine
Stapler- desk,carton 20,Routine
Stapler- Skin- disposable,carton 20,Routine
Staples ,carton 20,Routine
Staples- 1/2 inch- 1250/box,carton 20,Routine
Staples- spare- for desk stapler- box,carton 20,Routine
Starter Pull Cord and Handle- Spare- for Boat Motor,carton 20,Routine
Starting fluid- EZ start- case,carton 20,Routine
Steel Shank Insert for Boots- Various Sizes,carton 20,Routine
Steri-strips- 1/4 inch- box,carton 20,Routine
Steri-strips- 1/8 inch- box,carton 20,Routine
Stethoscopes,carton 20,Routine
Stokes type Litter Float Kit -or equivalent capability,carton 20,Routine
Strap- Anchor - Pro-Series- medium ,carton 20,Routine
Strap- Anchor - Pro-Series- XL,carton 20,Routine
Strap- Pick-off - Pro-Series,carton 20,Routine
Straps- Backboard- 9 ft.- nylon -Spider Strap,carton 20,Routine
Straps- Carrying- Total Station case Carring Straps,carton 20,Routine
Stretcher- Sked- Roll up- Full Size ,carton 20,Routine
Striker for Torch- oxygen/fuel gas,carton 20,Routine
Striker- Oxy-Acetylene Torch,carton 20,Routine
Strips- Flourescein- -individually wrapped,3 boxes,Priority
Strut- 10 inch lift- Hydrafusion,carton 20,Routine
Strut- 16 inch lift- Hydrafusion,carton 20,Routine
Strut- 4 inch lift- Hydrafusion,carton 20,Routine
Strut- Expandable- Acme Rescue 25 inch - 36 inch,carton 20,Routine
Strut- Expandable- Acme Rescue 37 inch - 58 inch,carton 20,Routine
Strut- Expandable- Acme Rescue- 19 inch - 25 inch inch,carton 20,Routine
Strut- Expandable- Acme Rescue- 56 inch - 88 inch,carton 20,Routine
Strut- Expandable- pneumatic- Strut 610,carton 20,Routine
Strut- Expandable- pneumatic- Strut 610-40,case of 50,Routine
Strut- Threaded- Acme- Shore- Expandable- 12 inch - 15 inch,case of 50,Routine
Strut- US&R Rescue Strut System,case of 50,Routine
Stylets- Endotracheal Tube- adult size,case of 25,Routine
Stylets- Endotracheal Tube- pediatric size,case of 25,Routine
